image,label,prompt,response,final_pred,expert_clip,expert_meme,expert_nlp
7P6yB0D.png,0,P_COT,0,0,0,0,0
7P6yB0D.png,0,P_HEURISTIC,0,0,0,0,0
gZWRvf8.png,1,P_DEMOCRACY,0,0,0,1,0
gZWRvf8.png,1,P_COT,1,1,0,1,0
gZWRvf8.png,1,P_HEURISTIC,1,1,0,1,0
JYTlRZK.png,0,P_DEMOCRACY,0,0,0,0,0
JYTlRZK.png,0,P_COT,0,0,0,0,0
JYTlRZK.png,0,P_HEURISTIC,0,0,0,0,0
88B7ag2.png,0,P_DEMOCRACY,0,0,0,0,0
88B7ag2.png,0,P_COT,0,0,0,0,0
88B7ag2.png,0,P_HEURISTIC,0,0,0,0,0
qHkGmLt.png,1,P_DEMOCRACY,1,1,0,1,0
qHkGmLt.png,1,P_COT,1,1,0,1,0
qHkGmLt.png,1,P_HEURISTIC,1,1,0,1,0
taecqiR.png,1,P_DEMOCRACY,1,1,0,1,1
taecqiR.png,1,P_COT,1,1,0,1,1
taecqiR.png,1,P_HEURISTIC,1,1,0,1,1
meTteYg.png,0,P_DEMOCRACY,0,0,0,0,0
meTteYg.png,0,P_COT,0,0,0,0,0
meTteYg.png,0,P_HEURISTIC,0,0,0,0,0
R2jWn36.png,0,P_DEMOCRACY,0,0,0,0,0
R2jWn36.png,0,P_COT,0,0,0,0,0
R2jWn36.png,0,P_HEURISTIC,0,0,0,0,0
TL8WSKV.png,0,P_DEMOCRACY,1,1,0,1,0
TL8WSKV.png,0,P_COT,1,1,0,1,0
TL8WSKV.png,0,P_HEURISTIC,1,1,0,1,0
ezoih5p.png,0,P_DEMOCRACY,0,0,0,1,0
ezoih5p.png,0,P_COT,1,1,0,1,0
ezoih5p.png,0,P_HEURISTIC,1,1,0,1,0
so4V8X7.png,0,P_DEMOCRACY,0,0,0,0,0
so4V8X7.png,0,P_COT,0,0,0,0,0
so4V8X7.png,0,P_HEURISTIC,0,0,0,0,0
rZGXxM4.png,1,P_DEMOCRACY,0,0,0,1,0
rZGXxM4.png,1,P_COT,0,0,0,1,0
rZGXxM4.png,1,P_HEURISTIC,0,0,0,1,0
873SgEx.png,0,P_DEMOCRACY,0,0,0,0,0
873SgEx.png,0,P_COT,0,0,0,0,0
873SgEx.png,0,P_HEURISTIC,0,0,0,0,0
DAJu7lB.png,0,P_DEMOCRACY,0,0,0,0,0
DAJu7lB.png,0,P_COT,0,0,0,0,0
DAJu7lB.png,0,P_HEURISTIC,0,0,0,0,0
CsdehGlWgAAv2HI.jpg,1,P_DEMOCRACY,0,0,0,0,0
CsdehGlWgAAv2HI.jpg,1,P_COT,0,0,0,0,0
CsdehGlWgAAv2HI.jpg,1,P_HEURISTIC,0,0,0,0,0
7rNwjnv.png,0,P_DEMOCRACY,0,0,0,0,0
7rNwjnv.png,0,P_COT,0,0,0,0,0
7rNwjnv.png,0,P_HEURISTIC,0,0,0,0,0
TOuTChz.png,0,P_DEMOCRACY,0,0,0,1,0
TOuTChz.png,0,P_COT,1,1,0,1,0
TOuTChz.png,0,P_HEURISTIC,1,1,0,1,0
zPT9dFf.png,0,P_DEMOCRACY,0,0,0,0,0
zPT9dFf.png,0,P_COT,0,0,0,0,0
zPT9dFf.png,0,P_HEURISTIC,0,0,0,0,0
9HHSnfe.png,1,P_DEMOCRACY,0,0,0,0,0
9HHSnfe.png,1,P_COT,0,0,0,0,0
9HHSnfe.png,1,P_HEURISTIC,0,0,0,0,0
lJVnWF2.png,1,P_DEMOCRACY,0,0,0,0,0
lJVnWF2.png,1,P_COT,0,0,0,0,0
lJVnWF2.png,1,P_HEURISTIC,0,0,0,0,0
xLXvr9t.png,0,P_DEMOCRACY,0,0,0,1,0
xLXvr9t.png,0,P_COT,1,1,0,1,0
xLXvr9t.png,0,P_HEURISTIC,1,1,0,1,0
TFRcH6Q.png,0,P_DEMOCRACY,0,0,0,0,0
TFRcH6Q.png,0,P_COT,0,0,0,0,0
TFRcH6Q.png,0,P_HEURISTIC,0,0,0,0,0
v2dOGRp.png,1,P_DEMOCRACY,0,0,0,1,0
v2dOGRp.png,1,P_COT,1,1,0,1,0
v2dOGRp.png,1,P_HEURISTIC,1,1,0,1,0
VlcI2AV.png,0,P_DEMOCRACY,0,0,0,0,0
VlcI2AV.png,0,P_COT,0,0,0,0,0
VlcI2AV.png,0,P_HEURISTIC,0,0,0,0,0
DLr1Uo7.png,0,P_DEMOCRACY,0,0,0,1,0
DLr1Uo7.png,0,P_COT,0,0,0,1,0
DLr1Uo7.png,0,P_HEURISTIC,0,0,0,1,0
ZwFfyVJ.png,1,P_DEMOCRACY,0,0,0,1,0
ZwFfyVJ.png,1,P_COT,1,1,0,1,0
ZwFfyVJ.png,1,P_HEURISTIC,0,0,0,1,0
27S1feu.png,0,P_DEMOCRACY,1,1,0,1,0
27S1feu.png,0,P_COT,1,1,0,1,0
27S1feu.png,0,P_HEURISTIC,1,1,0,1,0
wgVTz9g.png,0,P_DEMOCRACY,1,1,1,1,0
wgVTz9g.png,0,P_COT,1,1,1,1,0
wgVTz9g.png,0,P_HEURISTIC,1,1,1,1,0
BWopGu8.png,0,P_DEMOCRACY,0,0,0,1,1
BWopGu8.png,0,P_COT,0,0,0,1,1
BWopGu8.png,0,P_HEURISTIC,0,0,0,1,1
CjZPiloXAAA1v_W.jpg,0,P_DEMOCRACY,0,0,0,0,0
CjZPiloXAAA1v_W.jpg,0,P_COT,0,0,0,0,0
CjZPiloXAAA1v_W.jpg,0,P_HEURISTIC,0,0,0,0,0
B_LgxAvVIAA_lu8.jpg,1,P_DEMOCRACY,1,1,0,0,0
B_LgxAvVIAA_lu8.jpg,1,P_COT,0,0,0,0,0
B_LgxAvVIAA_lu8.jpg,1,P_HEURISTIC,0,0,0,0,0
Cc8PZCkXIAAmG0f.jpg,0,P_DEMOCRACY,0,0,0,0,0
Cc8PZCkXIAAmG0f.jpg,0,P_COT,1,1,0,0,0
Cc8PZCkXIAAmG0f.jpg,0,P_HEURISTIC,1,1,0,0,0
gdHUw8d.png,1,P_DEMOCRACY,0,0,0,0,0
gdHUw8d.png,1,P_COT,0,0,0,0,0
gdHUw8d.png,1,P_HEURISTIC,0,0,0,0,0
4ZKsrX3.png,1,P_DEMOCRACY,1,1,0,1,0
4ZKsrX3.png,1,P_COT,1,1,0,1,0
4ZKsrX3.png,1,P_HEURISTIC,1,1,0,1,0
BXs0Wy8.png,1,P_DEMOCRACY,0,0,0,1,0
BXs0Wy8.png,1,P_COT,0,0,0,1,0
BXs0Wy8.png,1,P_HEURISTIC,0,0,0,1,0
4jYyIBw.png,0,P_DEMOCRACY,0,0,0,0,0
4jYyIBw.png,0,P_COT,0,0,0,0,0
4jYyIBw.png,0,P_HEURISTIC,0,0,0,0,0
JbWv3sM.png,1,P_DEMOCRACY,0,0,0,0,0
JbWv3sM.png,1,P_COT,1,1,0,0,0
JbWv3sM.png,1,P_HEURISTIC,0,0,0,0,0
1BeUIMs.png,1,P_DEMOCRACY,1,1,0,1,0
1BeUIMs.png,1,P_COT,1,1,0,1,0
1BeUIMs.png,1,P_HEURISTIC,1,1,0,1,0
ruSN6zI.png,1,P_DEMOCRACY,1,1,0,1,1
ruSN6zI.png,1,P_COT,1,1,0,1,1
ruSN6zI.png,1,P_HEURISTIC,1,1,0,1,1
k6x2h2d.png,1,P_DEMOCRACY,0,0,0,0,0
k6x2h2d.png,1,P_COT,1,1,0,0,0
k6x2h2d.png,1,P_HEURISTIC,0,0,0,0,0
WSy7NGq.png,0,P_DEMOCRACY,1,1,1,1,0
WSy7NGq.png,0,P_COT,1,1,1,1,0
WSy7NGq.png,0,P_HEURISTIC,1,1,1,1,0
7lqO9Qr.png,1,P_DEMOCRACY,0,0,0,1,0
7lqO9Qr.png,1,P_COT,1,1,0,1,0
7lqO9Qr.png,1,P_HEURISTIC,1,1,0,1,0
T9pQAFP.png,0,P_DEMOCRACY,0,0,0,1,0
T9pQAFP.png,0,P_COT,1,1,0,1,0
T9pQAFP.png,0,P_HEURISTIC,1,1,0,1,0
CjRhYGU.png,0,P_DEMOCRACY,0,0,0,0,0
CjRhYGU.png,0,P_COT,0,0,0,0,0
CjRhYGU.png,0,P_HEURISTIC,0,0,0,0,0
5NWPOQp.png,0,P_DEMOCRACY,0,0,0,0,0
5NWPOQp.png,0,P_COT,0,0,0,0,0
5NWPOQp.png,0,P_HEURISTIC,0,0,0,0,0
FYijK60.png,0,P_DEMOCRACY,1,1,0,1,0
FYijK60.png,0,P_COT,1,1,0,1,0
FYijK60.png,0,P_HEURISTIC,1,1,0,1,0
CcsU2lQUEAEoeuW.jpg,0,P_DEMOCRACY,0,0,0,0,0
CcsU2lQUEAEoeuW.jpg,0,P_COT,0,0,0,0,0
CcsU2lQUEAEoeuW.jpg,0,P_HEURISTIC,0,0,0,0,0
tcXzxyV.png,0,P_DEMOCRACY,0,0,0,0,0
tcXzxyV.png,0,P_COT,0,0,0,0,0
tcXzxyV.png,0,P_HEURISTIC,0,0,0,0,0
u9FeEuE.png,1,P_DEMOCRACY,1,1,0,0,1
u9FeEuE.png,1,P_COT,1,1,0,0,1
u9FeEuE.png,1,P_HEURISTIC,1,1,0,0,1
pgVlfQb.png,0,P_DEMOCRACY,0,0,0,0,0
pgVlfQb.png,0,P_COT,0,0,0,0,0
pgVlfQb.png,0,P_HEURISTIC,0,0,0,0,0
WvnX54P.png,0,P_DEMOCRACY,0,0,0,0,0
WvnX54P.png,0,P_COT,1,1,0,0,0
WvnX54P.png,0,P_HEURISTIC,0,0,0,0,0
x76JHsa.png,1,P_DEMOCRACY,1,1,0,1,0
x76JHsa.png,1,P_COT,1,1,0,1,0
x76JHsa.png,1,P_HEURISTIC,1,1,0,1,0
yHg7DkU.png,1,P_DEMOCRACY,0,0,0,1,0
yHg7DkU.png,1,P_COT,1,1,0,1,0
yHg7DkU.png,1,P_HEURISTIC,1,1,0,1,0
Hf65xSJ.png,1,P_DEMOCRACY,1,1,1,1,0
Hf65xSJ.png,1,P_COT,1,1,1,1,0
Hf65xSJ.png,1,P_HEURISTIC,1,1,1,1,0
t4xWpee.png,0,P_DEMOCRACY,1,1,0,0,0
t4xWpee.png,0,P_COT,1,1,0,0,0
t4xWpee.png,0,P_HEURISTIC,0,0,0,0,0
6r16i0p.png,1,P_DEMOCRACY,1,1,0,1,0
6r16i0p.png,1,P_COT,1,1,0,1,0
6r16i0p.png,1,P_HEURISTIC,1,1,0,1,0
QNB8H2s.png,0,P_DEMOCRACY,1,1,1,1,0
QNB8H2s.png,0,P_COT,1,1,1,1,0
QNB8H2s.png,0,P_HEURISTIC,1,1,1,1,0
5W8eGmw.png,1,P_DEMOCRACY,0,0,0,0,0
5W8eGmw.png,1,P_COT,0,0,0,0,0
5W8eGmw.png,1,P_HEURISTIC,0,0,0,0,0
Nyo6x2Y.png,1,P_DEMOCRACY,1,1,0,1,0
Nyo6x2Y.png,1,P_COT,1,1,0,1,0
Nyo6x2Y.png,1,P_HEURISTIC,1,1,0,1,0
5hN4XOF.png,0,P_DEMOCRACY,0,0,0,0,0
5hN4XOF.png,0,P_COT,0,0,0,0,0
5hN4XOF.png,0,P_HEURISTIC,0,0,0,0,0
nEE5sjy.png,0,P_DEMOCRACY,0,0,0,1,0
nEE5sjy.png,0,P_COT,1,1,0,1,0
nEE5sjy.png,0,P_HEURISTIC,1,1,0,1,0
OH0Nuxb.png,1,P_DEMOCRACY,1,1,1,1,0
OH0Nuxb.png,1,P_COT,1,1,1,1,0
OH0Nuxb.png,1,P_HEURISTIC,1,1,1,1,0
hoApJnq.png,1,P_DEMOCRACY,0,0,0,1,0
hoApJnq.png,1,P_COT,1,1,0,1,0
hoApJnq.png,1,P_HEURISTIC,1,1,0,1,0
M6wyDw8.png,0,P_DEMOCRACY,0,0,0,0,0
M6wyDw8.png,0,P_COT,1,1,0,0,0
M6wyDw8.png,0,P_HEURISTIC,0,0,0,0,0
rklsz23.png,1,P_DEMOCRACY,0,0,0,0,0
rklsz23.png,1,P_COT,0,0,0,0,0
rklsz23.png,1,P_HEURISTIC,0,0,0,0,0
43LJZG9.png,0,P_DEMOCRACY,0,0,0,1,0
43LJZG9.png,0,P_COT,0,0,0,1,0
43LJZG9.png,0,P_HEURISTIC,0,0,0,1,0
mHAg22Y.png,1,P_DEMOCRACY,1,1,1,1,0
mHAg22Y.png,1,P_COT,1,1,1,1,0
mHAg22Y.png,1,P_HEURISTIC,1,1,1,1,0
pEPz8iF.png,0,P_DEMOCRACY,1,1,0,1,0
pEPz8iF.png,0,P_COT,1,1,0,1,0
pEPz8iF.png,0,P_HEURISTIC,1,1,0,1,0
nnEBoVw.png,0,P_DEMOCRACY,0,0,0,0,0
nnEBoVw.png,0,P_COT,1,1,0,0,0
nnEBoVw.png,0,P_HEURISTIC,0,0,0,0,0
CaqKlOXWIAAvy8L.jpg,0,P_DEMOCRACY,0,0,0,0,0
CaqKlOXWIAAvy8L.jpg,0,P_COT,0,0,0,0,0
CaqKlOXWIAAvy8L.jpg,0,P_HEURISTIC,0,0,0,0,0
hLMgzsp.png,1,P_DEMOCRACY,1,1,1,1,0
hLMgzsp.png,1,P_COT,1,1,1,1,0
hLMgzsp.png,1,P_HEURISTIC,1,1,1,1,0
zvdzU3y.png,0,P_DEMOCRACY,0,0,0,0,0
zvdzU3y.png,0,P_COT,1,1,0,0,0
zvdzU3y.png,0,P_HEURISTIC,0,0,0,0,0
CbYe-4SW8AAmvbJ.jpg,0,P_DEMOCRACY,0,0,0,0,0
CbYe-4SW8AAmvbJ.jpg,0,P_COT,1,1,0,0,0
CbYe-4SW8AAmvbJ.jpg,0,P_HEURISTIC,0,0,0,0,0
NwQNeBd.png,1,P_DEMOCRACY,1,1,1,1,1
NwQNeBd.png,1,P_COT,1,1,1,1,1
NwQNeBd.png,1,P_HEURISTIC,1,1,1,1,1
mZvaiMI.png,0,P_DEMOCRACY,0,0,0,0,0
mZvaiMI.png,0,P_COT,0,0,0,0,0
mZvaiMI.png,0,P_HEURISTIC,0,0,0,0,0
Ktvna1u.png,0,P_DEMOCRACY,0,0,0,1,0
Ktvna1u.png,0,P_COT,0,0,0,1,0
Ktvna1u.png,0,P_HEURISTIC,0,0,0,1,0
bnQlLeN.png,1,P_DEMOCRACY,1,1,0,1,0
bnQlLeN.png,1,P_COT,1,1,0,1,0
bnQlLeN.png,1,P_HEURISTIC,1,1,0,1,0
CfU-_jqW4AAmTBw.jpg,0,P_DEMOCRACY,0,0,0,0,0
CfU-_jqW4AAmTBw.jpg,0,P_COT,0,0,0,0,0
CfU-_jqW4AAmTBw.jpg,0,P_HEURISTIC,0,0,0,0,0
JT26Var.png,0,P_DEMOCRACY,0,0,0,0,0
JT26Var.png,0,P_COT,0,0,0,0,0
JT26Var.png,0,P_HEURISTIC,0,0,0,0,0
LW5TKwe.png,0,P_DEMOCRACY,0,0,0,0,0
LW5TKwe.png,0,P_COT,0,0,0,0,0
LW5TKwe.png,0,P_HEURISTIC,0,0,0,0,0
krkcbjy.png,0,P_DEMOCRACY,0,0,0,0,0
krkcbjy.png,0,P_COT,0,0,0,0,0
krkcbjy.png,0,P_HEURISTIC,0,0,0,0,0
AY91zJl.png,0,P_DEMOCRACY,0,0,0,1,0
AY91zJl.png,0,P_COT,1,1,0,1,0
AY91zJl.png,0,P_HEURISTIC,1,1,0,1,0
8WsB12c.png,0,P_DEMOCRACY,1,1,0,0,0
8WsB12c.png,0,P_COT,1,1,0,0,0
8WsB12c.png,0,P_HEURISTIC,1,1,0,0,0
5kSMRv3.png,0,P_DEMOCRACY,0,0,0,0,0
5kSMRv3.png,0,P_COT,0,0,0,0,0
5kSMRv3.png,0,P_HEURISTIC,0,0,0,0,0
209BoJK.png,0,P_DEMOCRACY,0,0,0,0,0
209BoJK.png,0,P_COT,1,1,0,0,0
209BoJK.png,0,P_HEURISTIC,0,0,0,0,0
CfUTJmj.png,0,P_DEMOCRACY,0,0,0,0,0
CfUTJmj.png,0,P_COT,0,0,0,0,0
CfUTJmj.png,0,P_HEURISTIC,0,0,0,0,0
53U5Bca.png,0,P_DEMOCRACY,0,0,0,0,0
53U5Bca.png,0,P_COT,0,0,0,0,0
53U5Bca.png,0,P_HEURISTIC,0,0,0,0,0
pyCWWr7.png,0,P_DEMOCRACY,0,0,0,0,0
pyCWWr7.png,0,P_COT,0,0,0,0,0
pyCWWr7.png,0,P_HEURISTIC,0,0,0,0,0
b3IhU9Z.png,0,P_DEMOCRACY,0,0,0,0,0
b3IhU9Z.png,0,P_COT,1,1,0,0,0
b3IhU9Z.png,0,P_HEURISTIC,1,1,0,0,0
Lsjt4TJ.png,0,P_DEMOCRACY,0,0,0,0,0
Lsjt4TJ.png,0,P_COT,0,0,0,0,0
Lsjt4TJ.png,0,P_HEURISTIC,0,0,0,0,0
xJiXDnY.png,1,P_DEMOCRACY,0,0,0,1,0
xJiXDnY.png,1,P_COT,1,1,0,1,0
xJiXDnY.png,1,P_HEURISTIC,1,1,0,1,0
ykGRBWn.png,1,P_DEMOCRACY,0,0,0,1,0
ykGRBWn.png,1,P_COT,1,1,0,1,0
ykGRBWn.png,1,P_HEURISTIC,1,1,0,1,0
LAPqPzX.png,0,P_DEMOCRACY,0,0,0,0,0
LAPqPzX.png,0,P_COT,0,0,0,0,0
LAPqPzX.png,0,P_HEURISTIC,0,0,0,0,0
yiS7xVy.png,1,P_DEMOCRACY,1,1,1,1,0
yiS7xVy.png,1,P_COT,1,1,1,1,0
yiS7xVy.png,1,P_HEURISTIC,1,1,1,1,0
WDUgdRk.png,1,P_DEMOCRACY,0,0,0,0,0
WDUgdRk.png,1,P_COT,0,0,0,0,0
WDUgdRk.png,1,P_HEURISTIC,0,0,0,0,0
iOyEYMl.png,0,P_DEMOCRACY,0,0,0,1,0
iOyEYMl.png,0,P_COT,1,1,0,1,0
iOyEYMl.png,0,P_HEURISTIC,1,1,0,1,0
bspb4sM.png,1,P_DEMOCRACY,1,1,1,1,0
bspb4sM.png,1,P_COT,1,1,1,1,0
bspb4sM.png,1,P_HEURISTIC,1,1,1,1,0
Wwe2NdZ.png,1,P_DEMOCRACY,1,1,0,1,0
Wwe2NdZ.png,1,P_COT,1,1,0,1,0
Wwe2NdZ.png,1,P_HEURISTIC,1,1,0,1,0
EsepD5Q.png,0,P_DEMOCRACY,0,0,0,0,0
EsepD5Q.png,0,P_COT,0,0,0,0,0
EsepD5Q.png,0,P_HEURISTIC,0,0,0,0,0
xOFyAk8.png,1,P_DEMOCRACY,0,0,0,1,0
xOFyAk8.png,1,P_COT,0,0,0,1,0
xOFyAk8.png,1,P_HEURISTIC,1,1,0,1,0
s3iOROE.png,0,P_DEMOCRACY,0,0,0,0,0
s3iOROE.png,0,P_COT,0,0,0,0,0
s3iOROE.png,0,P_HEURISTIC,0,0,0,0,0
whhrfSE.png,1,P_DEMOCRACY,0,0,0,0,0
whhrfSE.png,1,P_COT,1,1,0,0,0
whhrfSE.png,1,P_HEURISTIC,1,1,0,0,0
WwN5X3R.png,1,P_DEMOCRACY,1,1,0,1,0
WwN5X3R.png,1,P_COT,1,1,0,1,0
WwN5X3R.png,1,P_HEURISTIC,1,1,0,1,0
CW7tNBQU0AIADyq.jpg,0,P_DEMOCRACY,0,0,0,0,0
CW7tNBQU0AIADyq.jpg,0,P_COT,0,0,0,0,0
CW7tNBQU0AIADyq.jpg,0,P_HEURISTIC,0,0,0,0,0
otKSntf.png,1,P_DEMOCRACY,0,0,0,1,0
otKSntf.png,1,P_COT,1,1,0,1,0
otKSntf.png,1,P_HEURISTIC,1,1,0,1,0
7Q0ReMA.png,1,P_DEMOCRACY,0,0,0,0,0
7Q0ReMA.png,1,P_COT,0,0,0,0,0
7Q0ReMA.png,1,P_HEURISTIC,0,0,0,0,0
9CYSG3P.png,0,P_DEMOCRACY,0,0,0,1,0
9CYSG3P.png,0,P_COT,1,1,0,1,0
9CYSG3P.png,0,P_HEURISTIC,1,1,0,1,0
Ci45dogWEAA2bSb.jpg,0,P_DEMOCRACY,0,0,0,0,0
Ci45dogWEAA2bSb.jpg,0,P_COT,0,0,0,0,0
Ci45dogWEAA2bSb.jpg,0,P_HEURISTIC,0,0,0,0,0
1iLg1U1.png,0,P_DEMOCRACY,0,0,0,0,0
1iLg1U1.png,0,P_COT,0,0,0,0,0
1iLg1U1.png,0,P_HEURISTIC,0,0,0,0,0
JHF6hFI.png,0,P_DEMOCRACY,0,0,0,1,0
JHF6hFI.png,0,P_COT,1,1,0,1,0
JHF6hFI.png,0,P_HEURISTIC,1,1,0,1,0
CZrwNVe.png,0,P_DEMOCRACY,1,1,0,1,0
CZrwNVe.png,0,P_COT,1,1,0,1,0
CZrwNVe.png,0,P_HEURISTIC,1,1,0,1,0
XMReWCt.png,0,P_DEMOCRACY,1,1,0,1,0
XMReWCt.png,0,P_COT,1,1,0,1,0
XMReWCt.png,0,P_HEURISTIC,1,1,0,1,0
uUc4OqX.png,1,P_DEMOCRACY,1,1,0,1,0
uUc4OqX.png,1,P_COT,1,1,0,1,0
uUc4OqX.png,1,P_HEURISTIC,1,1,0,1,0
kzNSl6e.png,1,P_DEMOCRACY,1,1,0,1,0
kzNSl6e.png,1,P_COT,1,1,0,1,0
kzNSl6e.png,1,P_HEURISTIC,1,1,0,1,0
TgSYoWe.png,1,P_DEMOCRACY,0,0,0,1,0
TgSYoWe.png,1,P_COT,1,1,0,1,0
TgSYoWe.png,1,P_HEURISTIC,1,1,0,1,0
qq8wzMR.png,0,P_DEMOCRACY,0,0,0,0,0
qq8wzMR.png,0,P_COT,0,0,0,0,0
qq8wzMR.png,0,P_HEURISTIC,0,0,0,0,0
fyAh3I0.png,0,P_DEMOCRACY,1,1,0,1,0
fyAh3I0.png,0,P_COT,1,1,0,1,0
fyAh3I0.png,0,P_HEURISTIC,1,1,0,1,0
CMQqhImUkAAKeno.jpg,0,P_DEMOCRACY,0,0,0,1,0
CMQqhImUkAAKeno.jpg,0,P_COT,1,1,0,1,0
CMQqhImUkAAKeno.jpg,0,P_HEURISTIC,1,1,0,1,0
tINjUCc.png,0,P_DEMOCRACY,0,0,0,1,1
tINjUCc.png,0,P_COT,0,0,0,1,1
tINjUCc.png,0,P_HEURISTIC,1,1,0,1,1
eI2N5iQ.png,0,P_DEMOCRACY,0,0,0,0,0
eI2N5iQ.png,0,P_COT,0,0,0,0,0
eI2N5iQ.png,0,P_HEURISTIC,0,0,0,0,0
8ZOPW62.png,0,P_DEMOCRACY,1,1,0,0,0
8ZOPW62.png,0,P_COT,1,1,0,0,0
8ZOPW62.png,0,P_HEURISTIC,1,1,0,0,0
