image_name,label_true,roberta_pred,roberta_prob
bnQlLeN.png,1,0,0.27797082
CfU-_jqW4AAmTBw.jpg,0,0,0.35971168
JT26Var.png,0,0,0.28538665
LW5TKwe.png,0,0,0.37682727
krkcbjy.png,0,0,0.30372813
AY91zJl.png,0,0,0.31281903
8WsB12c.png,0,0,0.3429382
5kSMRv3.png,0,0,0.289245
209BoJK.png,0,0,0.26521426
CfUTJmj.png,0,0,0.30310142
53U5Bca.png,0,0,0.28101534
pyCWWr7.png,0,0,0.38713813
b3IhU9Z.png,0,0,0.21921833
Lsjt4TJ.png,0,0,0.35735163
xJiXDnY.png,1,0,0.2477814
ykGRBWn.png,1,0,0.34307387
LAPqPzX.png,0,0,0.2741601
yiS7xVy.png,1,0,0.39136797
WDUgdRk.png,1,0,0.4176651
iOyEYMl.png,0,0,0.35715052
bspb4sM.png,1,0,0.43695655
Wwe2NdZ.png,1,0,0.48546278
EsepD5Q.png,0,0,0.33523792
xOFyAk8.png,1,0,0.28202325
s3iOROE.png,0,0,0.41131976
whhrfSE.png,1,0,0.31344807
WwN5X3R.png,1,0,0.48053262
CW7tNBQU0AIADyq.jpg,0,1,0.6758078
otKSntf.png,1,0,0.32520846
7Q0ReMA.png,1,0,0.37109798
9CYSG3P.png,0,0,0.40115505
Ci45dogWEAA2bSb.jpg,0,0,0.32775345
1iLg1U1.png,0,0,0.30924907
JHF6hFI.png,0,0,0.31967944
CZrwNVe.png,0,0,0.31568933
XMReWCt.png,0,1,0.5005893
uUc4OqX.png,1,0,0.42618263
kzNSl6e.png,1,0,0.47245932
TgSYoWe.png,1,0,0.32034838
qq8wzMR.png,0,0,0.33411157
fyAh3I0.png,0,0,0.426111
CMQqhImUkAAKeno.jpg,0,0,0.3425823
tINjUCc.png,0,1,0.54926056
eI2N5iQ.png,0,0,0.3579137
8ZOPW62.png,0,0,0.39178625
