image_name,true_label,PRED_NLP,roberta_prob,PRED_CLIP,PRED_MEME,text
img/34975.png,0,1,0.50391537,1,1,what if the only reason mary got pregnant... is because god is gay and needed a surrogate
img/61973.png,1,0,0.0025746587,0,1,what do alcoholics and necrophiliacs have in common they both love to crack open a cold one.
img/16420.png,0,0,0.0016812667,0,1,abnormal vs normal
img/73069.png,1,1,0.98903394,0,0,immigration invasion learn the difference
img/47056.png,1,1,0.9946503,0,1,illegal aliens are not welcome
img/56428.png,0,0,0.006126865,0,0,if the shocker don't rock her spock her
img/54206.png,0,0,0.0054843724,0,1,you can smell disgust and hate from this photo
img/93172.png,0,1,0.56399655,0,0,this is a terrorist
img/56980.png,0,0,0.0012905987,0,1,coffee isn't helping get the jumper cables
img/79615.png,0,0,0.008899422,1,1,what women think men want what men really want
img/38047.png,0,1,0.9552503,0,0,"""stupid bitch"" is not a race"
img/94560.png,1,0,0.0007930494,0,0,and for my next class project!
img/96250.png,0,1,0.92424494,0,0,i'm going home i'm russian
img/28951.png,0,0,0.0023963866,0,1,if the brim of your hat is flat and has a sticker on it i automatically assume you're a complete tool
img/27614.png,0,0,0.0020585614,0,1,maybe if you think before you act you'd be treated better
img/04857.png,1,1,0.5524845,1,1,...even the dumb jews know that! trump is a racist.
img/79603.png,1,1,0.9703293,1,1,its friday cunts lets get on the gas
img/26985.png,1,0,0.0027950492,0,1,i just heard my girlfriend is pregnant
img/14873.png,1,0,0.007929517,0,1,human dna found in ancient goat carcass scientists believe this is first proof muhammad existed
img/54893.png,0,0,0.0019608731,0,1,"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals"
img/48236.png,0,0,0.0043776,0,1,that blood you donated could be in someone's boner right now
img/74908.png,0,0,0.0029693805,1,1,she is condemning shooting the gorilla
img/96472.png,1,0,0.011983265,1,0,white power!
img/89430.png,0,0,0.002232882,0,1,when you know you don't have to jackoff tonight
img/76921.png,1,0,0.0014666211,0,1,she probably asked a wrong question
img/68409.png,1,0,0.0027434889,0,1,for the last time im not michelle obama
img/16354.png,1,0,0.03951434,1,0,we've taken this country! now fuck off! we're taking it back!
img/69548.png,1,0,0.005195102,1,1,"wait, mohammad come back i didn't mean to laugh, really size dosen't matter to me lol"
img/01456.png,1,0,0.027356394,1,0,they see them rollin..... they hating..
img/17950.png,0,0,0.0018017046,0,1,"i was excoriated for a harmless ""tweet"" and ""my show"" was cancelled"
img/76295.png,0,1,0.99686265,1,1,islamic extremist planning new project
img/42580.png,1,0,0.012614754,1,1,jack and jill went up the hill so jack could lick her candy but jack got a shock and a mouthful of cock cause jills real name was randy
img/96180.png,1,0,0.0012047477,0,1,putting bows on your pet
img/98701.png,1,0,0.0011808622,0,1,oh no i can't steal anymore
img/15243.png,0,0,0.0012817724,0,1,4 am. everyone is asleep perfect time to run from one end of the house to the other at full speed as loudly as possible
img/41058.png,0,1,0.840376,1,1,john wilkes booth be like: yall sure abraham lincoln dead? he aint up here
img/62375.png,1,1,0.98244226,1,1,im not saying i'm racist im just saying all muslims are terrorists
img/63507.png,0,0,0.0022077984,0,1,evolution from peeling bananas to busting caps
img/31208.png,1,0,0.007875566,0,1,maybe if we weren't consistent sources of crime we'd be treated better
img/62319.png,1,0,0.0048114494,1,1,"america in 2045 ""grandpa...why didn't you stop them?!"""
img/68253.png,1,0,0.008527655,1,1,free blanket maybe white man not so bad after all
img/34687.png,1,0,0.0020678602,0,1,everyone is afraid of dark
img/34209.png,0,0,0.0014214605,0,1,how about a nice 12 yr old? bartender: him: boy i would love that
img/39827.png,1,0,0.27596274,1,1,kick them out of country
img/46920.png,1,1,0.99522156,1,0,we want sharia law !! well.... go home
img/84273.png,0,0,0.0016893599,0,0,when you're the reason for the company safety video
img/39018.png,0,0,0.008835658,0,1,"she said ""i want a ring"" i said ""bitch take your phone off silent!"""
img/54780.png,1,0,0.0020867097,0,1,travel size coffee maker
img/69150.png,1,0,0.007817494,1,1,"""white privilege the privilege of being called ""racist"" by other people who see nothing else about you except the color of your skin"
img/29843.png,0,0,0.052629553,0,0,the world's most wanted terrorist obama bin lying
img/19385.png,0,1,0.998845,0,1,rose's are red violet's are blue little stupid ass bitch i ain't fuckin witchu
img/64510.png,0,0,0.103879675,1,1,mohammad won the contest in putting underwear on goats
img/47103.png,0,0,0.008580064,0,0,maybe we weren't consistent sources of crime we'd be treated better
img/61038.png,0,0,0.0033933548,0,1,no wonder why the pipes are not working
img/71620.png,1,0,0.0010802879,0,1,we are returning our broken coffee maker
img/91602.png,0,0,0.0017348463,0,1,upper downer
img/30145.png,0,0,0.020330802,0,0,"before my presidency, there was no isis. there was no caliphate there was no blm. there was no antifa. there was no war on police i built that"
img/91756.png,1,0,0.0016812667,0,1,abnormal vs normal
img/63745.png,1,0,0.010407107,1,0,we could destroy all of them but we let some of them survive so you know why we did it
img/47162.png,1,0,0.036457215,0,1,what do these two have in common? they both are good at sucking they both come with a bag
img/59806.png,0,0,0.1305855,0,0,"on tuesday, november 3, 2020, we make america great again  by voting this nightmare out of office!"
img/07135.png,1,0,0.003275415,0,0,this is the greatest news manufacturing in 20th century
img/35497.png,0,0,0.0019608731,0,1,"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals"
img/84362.png,0,0,0.0011299907,0,1,unleash the inner beast on the field
img/84015.png,1,0,0.0014383476,0,1,my irony meter just exploded
img/87251.png,0,0,0.0044266754,1,1,i love apes they are both ugly and cute
img/82590.png,1,0,0.0026752504,1,1,burning them was a great public service
img/59738.png,1,0,0.0059934426,0,1,what's the difference between a refugee and e.t e.t learned english and wanted to go home
img/35470.png,0,0,0.004556356,0,1,can you smell what the reigh is cooking
img/72061.png,1,0,0.0014723031,1,1,i like my rice crispy please
img/03524.png,1,1,0.68049914,1,1,terrorist can come to this country way to easy
img/86170.png,1,0,0.003704957,0,1,how to keep the thefts out
img/50841.png,0,1,0.99553937,0,1,give them what they deserve kill them all
img/46087.png,0,0,0.23811653,0,1,give that man a suicide
img/42058.png,0,0,0.004220876,0,1,for lunch vlad the impaler loved turkey
img/01967.png,0,0,0.0048134085,0,1,when you decide to stop racism by burning its symbol
img/54930.png,1,0,0.03008415,1,0,not all muslims are isis! some are al-qaida the rest are taliban
img/38076.png,1,0,0.290227,0,1,"""he's a squirter"" doesn't sound as sexy when you are gay"
img/38910.png,1,0,0.0022170024,1,1,oh boy i sure love being muslim in the new zealand city of christchurch on march 15
img/06723.png,1,0,0.0012015846,0,1,the hardest part to eat in a vegetable
img/02157.png,1,0,0.0075305086,1,1,"mohammed i'm pregnant.... don't sass me, you know it's funny! ~cupcakes"
img/62948.png,1,0,0.0018404847,1,1,"black lives matter >""how"",""why""and ""to whom"" is unclear"
img/21075.png,0,0,0.004532283,0,0,size of a shuttle bus legroom of a pinto
img/73601.png,1,0,0.00368357,0,1,when you are white and stole your first bike
img/32579.png,0,0,0.003907627,0,0,come to the dark side we have weed
img/21567.png,1,0,0.0034261572,1,1,our dad is a potato farmer
img/01765.png,1,1,0.98966646,1,1,"after a girl dies, what organ in her body stays warm? my dick"
img/53172.png,0,0,0.0034703065,1,1,straight outta the oven step one :turn on the gas
img/32568.png,1,0,0.01816726,1,0,america taught us how to be happy slaves the same way school teach us how to be happy employees
img/01742.png,0,0,0.0009924461,0,1,in just one hour from now i'll only have 4 hours left until i have to work a mere 3 hours
img/56098.png,1,0,0.0013871896,1,0,"i said ""a glass of juice""."
img/78612.png,0,0,0.0050305068,0,1,go see fifty shades darker in theaters alone and throw mayonnaise at couples in the dark
img/34018.png,1,1,0.9504436,0,1,fuck the catholics fuck the catholic church fuck the pope
img/53609.png,0,0,0.0013837663,0,1,"when your friend insists on paying for dinner but you still want to contribute - just the tip, come on... let me"
img/89362.png,1,0,0.0024416582,1,1,has extra chromosome probably stole it
img/80426.png,1,0,0.0016416548,0,1,a talking ape
img/83045.png,1,0,0.0018896546,0,0,"so much trash, we need a garbage collector"
img/61503.png,0,0,0.002382279,1,1,someone else used kids to push an agenda
img/41890.png,1,0,0.016723981,0,1,house of pedophile
img/52091.png,1,0,0.0057506664,0,1,"women ask for equal rights, so i give them equal lefts aswell"
img/24396.png,1,1,0.59105915,1,1,"so like, why are men even gay? girls have buttholes too you know."
img/72168.png,1,0,0.0017348463,1,1,upper downer
img/85761.png,1,0,0.0033933548,0,0,no wonder why the pipes are not working
img/35719.png,0,0,0.0013801095,0,1,jamal is practicing for class sport
img/90256.png,1,0,0.0103487065,1,1,"whenever you feel stupid, remember there are people who throw stones at a wall! aiming for an invisible devil, told by an invisible god for an invisible heaven!"
img/20984.png,0,0,0.00368357,0,1,when you are white and stole your first bike
img/95086.png,1,1,0.99683386,1,1,novaky concentration camp these jews can claim holocaust pensions
img/49028.png,0,0,0.027985292,1,1,i finally found my girlfriends g-spot turns out it was in her sister the whole time
img/18356.png,0,0,0.0014064609,0,1,i took a shower this morning
img/52634.png,0,1,0.8047009,0,1,the secret to a successful marriage is to keep his stomach full and his balls empty
img/80512.png,1,1,0.5172261,0,1,"you can make jokes about anything, just not illegals that's crossing the border"
img/62703.png,0,0,0.0063739503,0,1,they shot the wrong gorilla
img/95176.png,0,0,0.015857367,0,0,notice how the kenyan skidmark has been silent about the mueller report?
img/27384.png,0,0,0.017189723,0,1,that face you make when you're a bully and just got beat up by a girl
img/82437.png,1,0,0.003548037,0,1,we should learn from ocean how to treat refugees
img/26943.png,1,0,0.0037317968,0,1,my incesters built this country!!!!
img/09152.png,0,0,0.0038193695,0,1,"i don't have ex's. i have y's. like, ""y the hell did i date you?!?"""
img/07429.png,1,0,0.005408957,1,1,i'm about to have my 5th abortion fuck you batman i'm the real crime fighter
img/75639.png,1,0,0.001301341,1,1,changing every single country it touches
img/46812.png,0,0,0.009238117,0,1,goat meat is very popular in islamic countries
img/63827.png,1,0,0.00123183,0,1,teacher of the year for black community
img/41276.png,1,0,0.0022077984,0,1,evolution from peeling bananas to busting caps
img/56413.png,1,0,0.0026595653,1,1,feeling cute might shoot a darkie later idk
img/69512.png,0,0,0.0026924105,0,0,happy birthday you sexy beast
img/43175.png,1,0,0.004827893,1,1,when was the last time you saw so many mentally ill people on the streat
img/54129.png,0,0,0.0047024256,0,1,dump pipe to the ocean
img/23645.png,1,0,0.0016504129,0,1,what do they have in common? you enjoy pushing them down the stairs
img/89425.png,1,0,0.020905297,0,1,hello chocolate paradise princess i'm albert
img/16923.png,1,0,0.007820109,0,1,do you like goat anus? smell my finger
img/04769.png,1,1,0.9728046,0,1,"if she's pouting like this and you don't immediately drop the argument , motherfucker you gay"
img/69815.png,1,0,0.0016145525,0,1,thank you for allowing me into your country now we need to talk about the things that need to change around here to accommodate my beliefs
img/91468.png,0,0,0.2975399,1,1,"you want a whore? buy one. you want a queen? earn her. you want a nickel bag? fifteen bucks, little man"
img/52104.png,0,1,0.9809075,1,1,"lebanon: before islam after islam but don't worry! after islam takes over, there'll be a golden age... apparently"
img/52031.png,0,0,0.0015326353,0,0,theriously?? that's methed up!
img/08795.png,0,0,0.002768516,0,1,when you are white and working in oil field
img/50317.png,1,1,0.99460137,0,0,what in the hell is wrong with america voting towel heads into congress
img/73914.png,1,0,0.024373695,0,1,be careful who you call ugly in highschool
img/03197.png,1,0,0.002170048,0,1,i'm no bird expert but i'm guessing it's 4 females and 1 male
img/49621.png,0,0,0.005195102,1,1,"wait, mohammad come back i didn't mean to laugh, really size dosen't matter to me lol"
img/68530.png,1,0,0.0018803002,0,1,a fast sandwich maker
img/98547.png,0,0,0.0042437245,1,1,waves mexican flag doesn't want to live in mexico
img/03519.png,1,1,0.92424494,0,1,i'm going home i'm russian
img/43698.png,0,0,0.0070265085,0,0,don't be late for work get the protestor plow
img/84756.png,1,0,0.0028346477,0,0,when you ask the kid that misses class a lot why he is bald and he starts crying all right. then keep vour secrets
img/93051.png,0,0,0.0007930494,0,0,and for my next class project!
img/68257.png,0,0,0.0020678602,0,1,everyone is afraid of dark
img/12834.png,1,0,0.0071580224,0,1,"in west philadelphia, born and raised in the anus is where i got most of my aids"
img/57208.png,0,0,0.00181535,0,1,i had potato for lunch
img/26439.png,0,0,0.0011380622,0,1,parental opioid use has negative effect on children's intelligence
img/53769.png,0,0,0.0016915705,0,0,in 1979 jimmy carter created the department of education since then the u.s. has gone from 1st to 17th in education
img/28406.png,0,0,0.0019684802,0,0,when she gives you that look
img/53418.png,0,0,0.29520118,0,1,a real man loads the dishwasher every night
img/10785.png,1,0,0.005046939,0,1,"time to put the ""panic"" back in hispanic"
img/84302.png,0,0,0.002584943,0,1,why do we share more when these people are hurt but not these people
img/76015.png,0,0,0.00082408905,0,1,everyone celebrates christmas !
img/34189.png,0,0,0.00077892473,0,0,fight for what you believe in fight for the future
img/52079.png,0,0,0.0019856014,0,0,just bought a house! now we're house-poor
img/63987.png,0,0,0.0018245252,0,1,the migrant caravan arrives!
img/73526.png,0,0,0.0012343387,0,1,"if she's still making noises, you didn't hit her hard enough"
img/02145.png,0,0,0.0012733896,0,0,"and then i asked mom, what's for dinner?"
img/84102.png,0,0,0.0036968447,0,1,the definition of utter disgust in plain black and white
img/32981.png,0,0,0.0026426415,0,1,the latest and greatest. a truck that comes with a dishwasher!
img/73605.png,0,0,0.0010549186,0,0,no matter what smile
img/07382.png,1,0,0.002957149,1,1,wouldn't be the last time those people used the oven this way
img/64071.png,0,0,0.0014809747,0,1,when you have someone to help and take care of you what could happen if you didn't
img/80912.png,0,0,0.0012420334,0,0,mr obama it is an honor
img/84762.png,1,0,0.0033197715,0,1,do you know how to turn your dishwasher into a snowblower? throw em a shovel
img/39076.png,0,0,0.0031265307,0,1,playing with the monkeys in thailand
img/85679.png,1,0,0.0012420334,0,1,mr obama it is an honor
img/38095.png,0,0,0.006504273,0,1,haters will say it's photoshop
img/52394.png,0,0,0.0012963678,0,0,i forgot what are we fighting over again?
img/14865.png,0,0,0.0035807618,0,1,"terrible as hitler was, he did enjoy watching sports"
img/54819.png,0,0,0.0020626571,0,1,beauty shot of girlfriends focusing on different thoughts and ideas
img/46082.png,0,0,0.0014970447,0,0,the future of the democratic party
img/73962.png,1,0,0.002907929,0,1,you should treat that the way you treat you vacuum cleaner when it stops sucking change the bag
img/78462.png,0,0,0.0041339113,0,0,"in the last days there will be scoffers, ridiculers, deniers and mockers following after their own lusts"
img/49805.png,0,0,0.027307214,0,1,imagine being so disgusting there have to be laws to try to stop normal people from hating you
img/24098.png,1,1,0.99653304,0,1,thanksgiving in china
img/67435.png,1,0,0.0036726242,1,1,when you ask a jewish girl for her number and she starts rolling her sleeve
img/60893.png,0,0,0.0039466587,0,0,"busy, like a hive of bees, controlling what your family sees and edits all the news your hear so you'll know what to think and fear till all the truth there is, is gone. that is unless you stand, en masse. """
img/93148.png,0,0,0.014242878,0,1,the proper way to pop a blackhead
img/07351.png,0,0,0.0024658628,0,0,"""plays uno steals all the green cards"""
img/16850.png,0,0,0.0042007114,0,0,okay okay okay here's my serious face do i look fuhrerious yet?
img/96312.png,0,0,0.00083796465,0,1,when you support your little one every step of the way
img/86195.png,0,0,0.0017270704,0,0,dolled up and rolling with the gang like
img/84162.png,0,0,0.0127601065,0,1,i could have killed all of them. but i let some of them survive so you know why i killed them
img/12067.png,0,0,0.0031139734,0,1,pre-heat to 350 degrees
img/05938.png,1,0,0.012010497,1,1,in the muslim world all gay men are well hung
img/43092.png,0,1,0.5082233,0,1,pretty much sums up islam
img/30148.png,1,0,0.0013796114,0,1,you mean i don't have to pick it?!?
img/12045.png,0,0,0.0010373782,0,0,learn to hunt. it's a valuable skill
img/92068.png,0,0,0.00647798,0,1,still better than mexican
img/73021.png,0,0,0.17806149,0,1,when mom asks where all the jews went
img/56241.png,1,0,0.002811368,0,1,94% of them test positive for rh blood type which means they have monkey blood as a result they are born with a tail and other animal traits
img/28905.png,1,0,0.0017051747,1,1,"hey, i just met you and this is crazy but here's your number.. so camping, maybe?"
img/13750.png,0,0,0.002957149,0,1,wouldn't be the last time those people used the oven this way
img/06582.png,1,1,0.8664915,1,1,they are terrorists anyone who doesn't agree is an idiot
img/75142.png,0,0,0.0033878959,0,1,"you should treat that the way you treat your vacuum cleaner, when it stops sucking change the bag"
img/56149.png,0,0,0.0022493682,0,1,the original scarecrow
img/41796.png,0,0,0.0018327781,0,1,nein danke i'm very happy with my gas supplier
img/31570.png,1,0,0.0044923923,0,1,"busy, like a hive of bees, controlling what your family sees and edits all the news your hear so you'll know what to think and fear till all the truth there is, is gone that is unless you stand, en masse. """
img/01726.png,1,0,0.29520118,0,1,a real man loads the dishwasher every night
img/23785.png,0,0,0.0049320874,0,1,hansel and gretel was a scary childrens story
img/56473.png,0,0,0.0022891457,0,1,knows about you. your family your children everything
img/62970.png,0,0,0.0025178539,1,1,if you want to know how they were treated illustration of man with four slaves chained together
img/41035.png,0,0,0.008035379,1,1,my new muslim girlfriend not much to look at
img/10285.png,1,0,0.004265943,0,1,you are what you eat meanwhile in africa
img/95604.png,1,0,0.002002708,0,0,"they want to be accepted for who they are, yet theren't able to accept themselves for who they are"
img/68401.png,0,0,0.0055851396,1,1,when you date an asian boy and you trynna get his family to accept you
img/50984.png,0,0,0.0022846826,0,1,a cat in a pot
img/17908.png,0,0,0.0009984757,0,1,making a quick 3pm snack
