image_name,label_true,roberta_pred,roberta_prob
CjRhYGU.png,0,0,0.041608345
5NWPOQp.png,0,0,0.003996452
FYijK60.png,0,0,0.005209904
CcsU2lQUEAEoeuW.jpg,0,0,0.0034396087
tcXzxyV.png,0,0,0.0023938573
u9FeEuE.png,1,1,0.53939676
pgVlfQb.png,0,0,0.008868475
WvnX54P.png,0,0,0.003927615
x76JHsa.png,1,0,0.0019598226
yHg7DkU.png,1,0,0.0025769104
Hf65xSJ.png,1,0,0.3485895
t4xWpee.png,0,0,0.010034395
6r16i0p.png,1,0,0.009342919
QNB8H2s.png,0,0,0.060027886
5W8eGmw.png,1,0,0.0019368718
Nyo6x2Y.png,1,0,0.06620294
5hN4XOF.png,0,0,0.0033967237
nEE5sjy.png,0,0,0.0075002164
OH0Nuxb.png,1,0,0.09089374
hoApJnq.png,1,0,0.0038583223
M6wyDw8.png,0,0,0.007341745
rklsz23.png,1,0,0.003159139
43LJZG9.png,0,0,0.001956614
mHAg22Y.png,1,0,0.36338258
pEPz8iF.png,0,0,0.0031775471
nnEBoVw.png,0,0,0.024231456
CaqKlOXWIAAvy8L.jpg,0,0,0.002479652
hLMgzsp.png,1,0,0.0034820011
zvdzU3y.png,0,0,0.0077881822
CbYe-4SW8AAmvbJ.jpg,0,0,0.011563588
NwQNeBd.png,1,1,0.67039293
mZvaiMI.png,0,0,0.002660733
Ktvna1u.png,0,0,0.005798242
bnQlLeN.png,1,0,0.0031524491
CfU-_jqW4AAmTBw.jpg,0,0,0.001930013
JT26Var.png,0,0,0.0068414537
LW5TKwe.png,0,0,0.0027167522
krkcbjy.png,0,0,0.0050427723
AY91zJl.png,0,0,0.003500558
8WsB12c.png,0,0,0.012050917
5kSMRv3.png,0,0,0.0034421824
209BoJK.png,0,0,0.0035950372
CfUTJmj.png,0,0,0.0017283
53U5Bca.png,0,0,0.009981006
pyCWWr7.png,0,0,0.0020468573
b3IhU9Z.png,0,0,0.0026208526
Lsjt4TJ.png,0,0,0.007091766
xJiXDnY.png,1,0,0.0014087006
ykGRBWn.png,1,0,0.0048232176
LAPqPzX.png,0,0,0.0020786321
yiS7xVy.png,1,0,0.061457608
WDUgdRk.png,1,0,0.0043612747
iOyEYMl.png,0,0,0.004333407
bspb4sM.png,1,0,0.064836085
Wwe2NdZ.png,1,0,0.007574294
EsepD5Q.png,0,0,0.005068674
xOFyAk8.png,1,0,0.00967155
s3iOROE.png,0,0,0.0045321845
whhrfSE.png,1,0,0.0057326076
WwN5X3R.png,1,0,0.4450928
CW7tNBQU0AIADyq.jpg,0,0,0.014418143
otKSntf.png,1,0,0.005119288
7Q0ReMA.png,1,0,0.004296784
9CYSG3P.png,0,0,0.0038432886
Ci45dogWEAA2bSb.jpg,0,0,0.007997727
1iLg1U1.png,0,0,0.007036639
JHF6hFI.png,0,0,0.0033266495
CZrwNVe.png,0,0,0.0069380854
XMReWCt.png,0,0,0.056984007
uUc4OqX.png,1,0,0.009887715
kzNSl6e.png,1,0,0.0060335877
TgSYoWe.png,1,0,0.0026952662
qq8wzMR.png,0,0,0.002843495
fyAh3I0.png,0,0,0.025111036
CMQqhImUkAAKeno.jpg,0,0,0.0095385555
tINjUCc.png,0,1,0.51802266
eI2N5iQ.png,0,0,0.020249434
8ZOPW62.png,0,0,0.03169723
